occ_code_isco08	occ_title_isco08	year	daioe_allapps	daioe_stratgames	daioe_videogames	daioe_imgrec	daioe_imgcompr	daioe_imggen	daioe_readcompr	daioe_lngmod	daioe_translat	daioe_speechrec	daioe_genai	pctl_rank_allapps	pctl_rank_stratgames	pctl_rank_videogames	pctl_rank_imgrec	pctl_rank_imgcompr	pctl_rank_imggen	pctl_rank_readcompr	pctl_rank_lngmod	pctl_rank_translat	pctl_rank_speechrec	pctl_rank_genai
3359	Regulatory government associate professionals not elsewhere classified	2019	24.464485	.30972689	5.3648424	.34445295	.076841757	.42847744	.18273996	.11681558	.028542612	.3195602	.88402486	73.470001	79.599998	67.57	80.309998	68.989998	56.490002	59.080002	55.779999	53.66	57.43	54.830002
3359	Regulatory government associate professionals not elsewhere classified	2020	27.021368	.30977032	5.3985586	.42097324	.091282725	.51485014	.18523125	.28727996	.031543996	.35978448	1.3835425	72.760002	79.599998	67.57	80.309998	68.989998	56.490002	59.080002	55.779999	53.66	57.43	54.360001
3359	Regulatory government associate professionals not elsewhere classified	2021	29.356157	.30986959	5.4036999	.49774426	.16157568	.66249424	.1956486	.34483856	.032875944	.37978181	1.7731165	73	79.599998	67.57	80.309998	68.989998	56.490002	59.080002	55.779999	53.66	57.43	54.360001
3359	Regulatory government associate professionals not elsewhere classified	2022	31.726566	.30986971	5.4194932	.51430494	.18425828	.69269514	.23201028	.6758393	.033521086	.40838918	2.3342834	71.110001	79.599998	67.57	80.309998	68.989998	56.490002	59.080002	55.779999	53.66	57.43	54.830002
3359	Regulatory government associate professionals not elsewhere classified	2023	35.068188	.3098698	5.4236388	.51759911	.25114411	.69575053	.37968379	.87623405	.033896435	.70075798	2.5872226	68.040001	79.599998	67.57	80.309998	68.989998	56.490002	59.080002	55.779999	53.66	57.43	55.07
3411	Legal and related associate professionals	2010	.30981654	.094752491		.031163048						.0052671763		84.550003	80.309998		84.790001						89.269997	
3411	Legal and related associate professionals	2011	.51743531	.18855862		.037104044						.010534353		84.32	80.309998		84.790001						89.269997	
3411	Legal and related associate professionals	2012	.78749466	.20382121		.095396012				.00065589417		.027309068	.00065589417	85.970001	80.309998		84.790001				85.260002		89.269997	85.260002
3411	Legal and related associate professionals	2013	3.5380161	.21908382	1.3772911	.13527913				.001833124		.044083782	.001833124	75.120003	80.309998	39.029999	84.790001				85.260002		89.269997	85.260002
3411	Legal and related associate professionals	2014	5.8560557	.2343464	2.1970139	.17688057			.0040556272	.015887503		.056241598	.015887503	78.889999	80.309998	39.029999	84.790001			86.199997	85.260002		89.269997	85.260002
3411	Legal and related associate professionals	2015	10.421665	.25097701	3.0167365	.22371542		.02772757	.0068150428	.028768869	.0042273137	.30000031	.09421429	82.900002	80.309998	39.029999	84.790001		68.510002	86.199997	85.260002	89.029999	89.269997	79.360001
3411	Legal and related associate professionals	2016	16.435076	.31158671	3.2495584	.22864749	.058996323	.3591229	.17846178	.04781922	.011977695	.33976629	.60323507	83.839996	80.309998	39.029999	84.790001	84.790001	68.510002	86.199997	85.260002	89.029999	89.269997	75.589996
3411	Legal and related associate professionals	2017	17.117558	.31365913	3.2705741	.25461608	.081396684	.35917383	.18333876	.051186368	.017296469	.35377359	.60747957	83.839996	80.309998	39.029999	84.790001	84.790001	68.510002	86.199997	85.260002	89.029999	89.269997	75.589996
3411	Legal and related associate professionals	2018	20.060671	.31383282	3.746918	.26970029	.081438534	.42469937	.19271316	.12152075	.023947708	.38917238	.87882704	84.080002	80.309998	39.029999	84.790001	84.790001	68.510002	86.199997	85.260002	89.029999	89.269997	76.300003
3411	Legal and related associate professionals	2019	26.255322	.31392395	4.7122493	.35436827	.087882422	.47369444	.25953677	.1741793	.046324622	.46386328	1.0818534	84.32	80.309998	39.029999	84.790001	84.790001	68.510002	86.199997	85.260002	89.029999	89.269997	77.709999
3411	Legal and related associate professionals	2020	29.385639	.31396794	4.7418642	.43309128	.10439828	.56918204	.26307505	.4283523	.051195867	.52225155	1.7424337	84.790001	80.309998	39.029999	84.790001	84.790001	68.510002	86.199997	85.260002	89.029999	89.269997	79.129997
3411	Legal and related associate professionals	2021	32.193195	.31406859	4.7463803	.51207221	.18479095	.73240697	.2778703	.51417571	.053357612	.55127907	2.2276964	84.550003	80.309998	39.029999	84.790001	84.790001	68.510002	86.199997	85.260002	89.029999	89.269997	78.889999
3411	Legal and related associate professionals	2022	35.278107	.31406868	4.7602525	.5291096	.21073261	.76579499	.32951304	1.0077184	.054404683	.59280455	3.0108204	86.440002	80.309998	39.029999	84.790001	84.790001	68.510002	86.199997	85.260002	89.029999	89.269997	79.599998
3411	Legal and related associate professionals	2023	39.827366	.31406876	4.7638936	.5324986	.28722864	.76917285	.53924668	1.3065195	.055013869	1.0171977	3.3764038	86.440002	80.309998	39.029999	84.790001	84.790001	68.510002	86.199997	85.260002	89.029999	89.269997	79.830002
3412	Social work associate professionals	2010	.22547704	.071183383		.021758547						.0036643983		36.439999	28.42		28.18						58.139999	
3412	Social work associate professionals	2011	.37789428	.14165583		.025906647						.0073287967		36.669998	28.42		28.18						58.139999	
3412	Social work associate professionals	2012	.56950742	.15312195		.066607043				.00043614753		.018999046	.00043614753	40.450001	28.42		28.18				53.66		58.139999	53.66
3412	Social work associate professionals	2013	2.7434857	.16458806	1.1331166	.094454087				.0012189655		.030669296	.0012189655	10.5	28.42	13.56	28.18				53.66		58.139999	53.66
3412	Social work associate professionals	2014	4.5341282	.17605418	1.807514	.12350088			.0025785021	.010564653		.039127547	.010564653	10.02	28.42	13.56	28.18			52.48	53.66		58.139999	53.66
3412	Social work associate professionals	2015	7.9898257	.18854801	2.4819112	.15620175		.021184556	.004332894	.019130329	.0028443784	.20871162	.067256309	10.5	28.42	13.56	28.18		44.459999	52.48	53.66	58.369999	58.139999	49.169998
3412	Social work associate professionals	2016	12.392887	.23408143	2.6734569	.15964538	.041612692	.27437896	.1134631	.031798169	.0080592781	.23637702	.44638678	18.75	28.42	13.56	28.18	46.82	44.459999	52.48	53.66	58.369999	58.139999	48.23
3412	Social work associate professionals	2017	12.8816	.23563835	2.690747	.1777771	.057412654	.27441785	.1165638	.03403721	.011638053	.24612196	.44925508	19.93	28.42	13.56	28.18	46.82	44.459999	52.48	53.66	58.369999	58.139999	48.23
3412	Social work associate professionals	2018	15.091397	.23576885	3.0826416	.18830912	.057442173	.32448101	.1225239	.080807202	.016113387	.27074906	.64286536	21.58	28.42	13.56	28.18	46.82	44.459999	52.48	53.66	58.369999	58.139999	48.700001
3412	Social work associate professionals	2019	19.702665	.23583731	3.876833	.24742569	.061987329	.36191449	.16500926	.11582336	.031169856	.32271188	.78772432	23.23	28.42	13.56	28.18	46.82	44.459999	52.48	53.66	58.369999	58.139999	48.939999
3412	Social work associate professionals	2020	21.927732	.23587036	3.9011979	.30239138	.073636696	.43486938	.16725884	.28483987	.03444751	.36333287	1.2517821	29.360001	28.42	13.56	28.18	46.82	44.459999	52.48	53.66	58.369999	58.139999	48.939999
3412	Social work associate professionals	2021	23.921114	.23594595	3.9049129	.35753715	.13034119	.55957735	.17666543	.34190956	.035902053	.38352743	1.6022848	31.959999	28.42	13.56	28.18	46.82	44.459999	52.48	53.66	58.369999	58.139999	48.939999
3412	Social work associate professionals	2022	26.057816	.23594603	3.916326	.3694329	.14863898	.58508658	.20949905	.67009878	.036606584	.41241693	2.1389792	35.970001	28.42	13.56	28.18	46.82	44.459999	52.48	53.66	58.369999	58.139999	49.41
3412	Social work associate professionals	2023	29.159861	.2359461	3.9193215	.37179914	.202595	.58766735	.34284425	.8687914	.037016477	.70766926	2.3855417	40.68	28.42	13.56	28.18	46.82	44.459999	52.48	53.66	58.369999	58.139999	49.650002
3413	Religious associate professionals	2010																						
3413	Religious associate professionals	2011																						
3413	Religious associate professionals	2012																						
3413	Religious associate professionals	2013																						
3413	Religious associate professionals	2014																						
3413	Religious associate professionals	2015																						
3413	Religious associate professionals	2016																						
3413	Religious associate professionals	2017																						
3413	Religious associate professionals	2018																						
3413	Religious associate professionals	2019																						
3413	Religious associate professionals	2020																						
3413	Religious associate professionals	2021																						
3413	Religious associate professionals	2022																						
3413	Religious associate professionals	2023																						
3421	Athletes and sports players	2010	.14126772	.047026157		.013729571						.0017495431		.34999999	.34999999		.34999999						1.53	
3421	Athletes and sports players	2011	.23659919	.093582645		.01634701						.0034990862		.34999999	.34999999		.34999999						1.53	
3421	Athletes and sports players	2012	.34931111	.10115755		.042028833				.00019020408		.0090709692	.00019020408	.34999999	.34999999		.34999999				3.8900001		1.53	3.8900001
3421	Athletes and sports players	2013	2.1849689	.10873245	1.0860802	.05960023				.0005315913		.014642852	.0005315913	.34999999	.34999999	8.3699999	.34999999				3.8900001		1.53	3.8900001
3421	Athletes and sports players	2014	3.5954826	.11630736	1.732483	.077928662			.0011460595	.0046072495		.018681187	.0046072495	.34999999	.34999999	8.3699999	.34999999			3.4200001	3.8900001		1.53	3.8900001
3421	Athletes and sports players	2015	6.028594	.12456121	2.3788857	.098562799		.012783674	.0019258291	.0083427429	.0012041272	.099647984	.034947172	.34999999	.34999999	8.3699999	.34999999		.34999999	3.4200001	3.8900001	3.1800001	1.53	.34999999
3421	Athletes and sports players	2016	8.7530565	.15464213	2.5624804	.10073572	.023932457	.16557205	.050430633	.013867193	.0034117813	.11285664	.25136584	.34999999	.34999999	8.3699999	.34999999	.34999999	.34999999	3.4200001	3.8900001	3.1800001	1.53	.58999997
3421	Athletes and sports players	2017	9.0483875	.15567069	2.5790527	.11217677	.033019394	.16559553	.051808797	.014843639	.0049268045	.1175093	.25266859	.34999999	.34999999	8.3699999	.34999999	.34999999	.34999999	3.4200001	3.8900001	3.1800001	1.53	.58999997
3421	Athletes and sports players	2018	10.556046	.15575689	2.9546797	.11882245	.033036366	.19580579	.054457862	.03524005	.0068213744	.12926735	.35292122	.34999999	.34999999	8.3699999	.34999999	.34999999	.34999999	3.4200001	3.8900001	3.1800001	1.53	.34999999
3421	Athletes and sports players	2019	13.696406	.15580212	3.7159038	.15612482	.035650395	.21839476	.073341221	.050510608	.013195316	.15407665	.42792621	.34999999	.34999999	8.3699999	.34999999	.34999999	.34999999	3.4200001	3.8900001	3.1800001	1.53	.34999999
3421	Athletes and sports players	2020	14.939682	.15582396	3.7392571	.19080797	.042350221	.2624189	.074341081	.12421875	.014582864	.17347087	.6595872	.34999999	.34999999	8.3699999	.34999999	.34999999	.34999999	3.4200001	3.8900001	3.1800001	1.53	.34999999
3421	Athletes and sports players	2021	16.049795	.15587389	3.7428181	.22560477	.074962318	.33767304	.078521997	.14910686	.015198626	.18311264	.84628427	.34999999	.34999999	8.3699999	.34999999	.34999999	.34999999	3.4200001	3.8900001	3.1800001	1.53	.34999999
3421	Athletes and sports players	2022	17.156368	.15587395	3.7537572	.23311096	.085485823	.35306641	.093115464	.29223031	.015496877	.19690573	1.0986766	.34999999	.34999999	8.3699999	.34999999	.34999999	.34999999	3.4200001	3.8900001	3.1800001	1.53	.34999999
3421	Athletes and sports players	2023	18.680368	.155874	3.7566285	.23460406	.11651721	.35462376	.15238304	.37888023	.0156704	.33787203	1.2101169	.34999999	.34999999	8.3699999	.34999999	.34999999	.34999999	3.4200001	3.8900001	3.1800001	1.53	.34999999
3422	Sports coaches, instructors and officials	2010	.23261762	.07233832		.023801716						.0035328574		44.689999	32.900002		46.580002						54.830002	
3422	Sports coaches, instructors and officials	2011	.38795698	.14395416		.02833933						.0070657148		43.509998	32.900002		46.580002						54.830002	
3422	Sports coaches, instructors and officials	2012	.58574569	.1556063		.072861589				.00041532874		.018317034	.00041532874	46.82	32.900002		46.580002				50.830002		54.830002	50.830002
3422	Sports coaches, instructors and officials	2013	2.8334064	.16725846	1.1751132	.10332353				.0011607804		.029568356	.0011607804	15.45	32.900002	17.1	46.580002				50.830002		54.830002	50.830002
3422	Sports coaches, instructors and officials	2014	4.670332	.17891061	1.8745056	.13509788			.0024233093	.010060368		.037722979	.010060368	14.98	32.900002	17.1	46.580002			49.169998	50.830002		54.830002	50.830002
3422	Sports coaches, instructors and officials	2015	8.1803818	.19160716	2.5738981	.17086941		.022987859	.0040721088	.018217176	.002564721	.20121947	.068526633	15.68	32.900002	17.1	46.580002		50.349998	49.169998	50.830002	51.77	54.830002	50.119999
3422	Sports coaches, instructors and officials	2016	12.647326	.23787935	2.772543	.17463641	.042979695	.29773498	.10663407	.03028034	.0072668958	.22789176	.47020355	25.35	32.900002	17.1	46.580002	49.169998	50.349998	49.169998	50.830002	51.77	54.830002	50.119999
3422	Sports coaches, instructors and officials	2017	13.139612	.23946153	2.7904739	.19447072	.059298694	.29777718	.10954815	.032412503	.010493808	.23728688	.4729766	28.18	32.900002	17.1	46.580002	49.169998	50.349998	49.169998	50.830002	51.77	54.830002	50.119999
3422	Sports coaches, instructors and officials	2018	15.37958	.23959413	3.1968932	.20599173	.059329178	.35210189	.11514952	.076950014	.014529131	.26102993	.6699816	29.6	32.900002	17.1	46.580002	49.169998	50.349998	49.169998	50.830002	51.77	54.830002	49.41
3422	Sports coaches, instructors and officials	2019	20.046268	.23966371	4.0205197	.27065945	.064023644	.39272183	.15507782	.11029474	.028105261	.31112742	.81737733	30.540001	32.900002	17.1	46.580002	49.169998	50.349998	49.169998	50.830002	51.77	54.830002	49.41
3422	Sports coaches, instructors and officials	2020	22.29068	.23969729	4.0457873	.33078653	.076055691	.4718869	.15719199	.27124351	.031060657	.35029024	1.2827114	34.790001	32.900002	17.1	46.580002	49.169998	50.349998	49.169998	50.830002	51.77	54.830002	49.650002
3422	Sports coaches, instructors and officials	2021	24.327471	.23977412	4.0496402	.3911106	.13462295	.6072104	.16603242	.32558909	.032372195	.36975989	1.6434865	37.619999	32.900002	17.1	46.580002	49.169998	50.349998	49.169998	50.830002	51.77	54.830002	49.650002
3422	Sports coaches, instructors and officials	2022	26.43594	.2397742	4.0614762	.4041234	.15352182	.63489109	.19688986	.63811284	.033007454	.39761233	2.1692688	39.27	32.900002	17.1	46.580002	49.169998	50.349998	49.169998	50.830002	51.77	54.830002	50.119999
3422	Sports coaches, instructors and officials	2023	29.45018	.23977427	4.0645828	.40671185	.20925032	.63769156	.32220942	.82732123	.033377048	.68226594	2.4072061	42.330002	32.900002	17.1	46.580002	49.169998	50.349998	49.169998	50.830002	51.77	54.830002	49.880001
3423	Fitness and recreation instructors and program leaders	2010	.20121828	.06522911		.018495336						.0032872225		12.15	10.26		2.95						48.939999	
3423	Fitness and recreation instructors and program leaders	2011	.3386237	.12980673		.022021331						.0065744449		13.56	10.26		2.95						48.939999	
3423	Fitness and recreation instructors and program leaders	2012	.50714433	.14031374		.056617744				.00039509899		.017043475	.00039509899	16.860001	10.26		2.95				47.759998		48.939999	47.759998
3423	Fitness and recreation instructors and program leaders	2013	2.5967178	.15082076	1.1269457	.08028847				.0011042414		.027512506	.0011042414	3.1800001	10.26	11.91	2.95				47.759998		48.939999	47.759998
3423	Fitness and recreation instructors and program leaders	2014	4.2983661	.16132778	1.7976704	.10497901			.0023444381	.0095703509		.035100151	.0095703509	3.4200001	10.26	11.91	2.95			47.759998	47.759998		48.939999	47.759998
3423	Fitness and recreation instructors and program leaders	2015	7.5276451	.17277654	2.4683952	.1327756		.019411724	.0039395746	.017329859	.0024850564	.18722895	.061271474	4.1300001	10.26	11.91	2.95		30.780001	47.759998	47.759998	49.650002	48.939999	42.330002
3423	Fitness and recreation instructors and program leaders	2016	11.570285	.21450122	2.6588976	.13570277	.035816327	.25141746	.10316347	.028805451	.0070411735	.21204674	.40788239	6.7199998	10.26	11.91	2.95	19.459999	30.780001	47.759998	47.759998	49.650002	48.939999	38.799999
